Date,Time,Digital code,Letter code,Unit,Currency name,"Official hrivnya exchange rates, UAH"
29.05.2021,00.00,978,EUR,1,Euro,33.5693
30.05.2021,00.00,978,EUR,1,Euro,33.5693
31.05.2021,00.00,978,EUR,1,Euro,33.3896
01.06.2021,00.00,978,EUR,1,Euro,33.5116
02.06.2021,00.00,978,EUR,1,Euro,33.5335
03.06.2021,00.00,978,EUR,1,Euro,33.3348
04.06.2021,00.00,978,EUR,1,Euro,33.2577
05.06.2021,00.00,978,EUR,1,Euro,33.2577
06.06.2021,00.00,978,EUR,1,Euro,33.2577
07.06.2021,00.00,978,EUR,1,Euro,33.0635
08.06.2021,00.00,978,EUR,1,Euro,33.0781
09.06.2021,00.00,978,EUR,1,Euro,33.1104
10.06.2021,00.00,978,EUR,1,Euro,33.0248
11.06.2021,00.00,978,EUR,1,Euro,32.989
12.06.2021,00.00,978,EUR,1,Euro,32.989
13.06.2021,00.00,978,EUR,1,Euro,32.989
14.06.2021,00.00,978,EUR,1,Euro,32.7905
15.06.2021,00.00,978,EUR,1,Euro,32.7053
16.06.2021,00.00,978,EUR,1,Euro,32.6166
17.06.2021,00.00,978,EUR,1,Euro,32.7722
18.06.2021,00.00,978,EUR,1,Euro,32.4424
19.06.2021,00.00,978,EUR,1,Euro,32.4424
20.06.2021,00.00,978,EUR,1,Euro,32.4424
21.06.2021,00.00,978,EUR,1,Euro,32.4424
22.06.2021,00.00,978,EUR,1,Euro,32.2882
23.06.2021,00.00,978,EUR,1,Euro,32.467
24.06.2021,00.00,978,EUR,1,Euro,32.6003
25.06.2021,00.00,978,EUR,1,Euro,32.7928
26.06.2021,00.00,978,EUR,1,Euro,32.7928
27.06.2021,00.00,978,EUR,1,Euro,32.7928
28.06.2021,00.00,978,EUR,1,Euro,32.7928
29.06.2021,00.00,978,EUR,1,Euro,32.7401
30.06.2021,00.00,978,EUR,1,Euro,32.3018
01.07.2021,00.00,978,EUR,1,Euro,32.3463
02.07.2021,00.00,978,EUR,1,Euro,32.5227
03.07.2021,00.00,978,EUR,1,Euro,32.5227
04.07.2021,00.00,978,EUR,1,Euro,32.5227
05.07.2021,00.00,978,EUR,1,Euro,32.4107
06.07.2021,00.00,978,EUR,1,Euro,32.3732
07.07.2021,00.00,978,EUR,1,Euro,32.2623
08.07.2021,00.00,978,EUR,1,Euro,32.291
09.07.2021,00.00,978,EUR,1,Euro,32.3191
10.07.2021,00.00,978,EUR,1,Euro,32.3191
11.07.2021,00.00,978,EUR,1,Euro,32.3191
12.07.2021,00.00,978,EUR,1,Euro,32.4056
13.07.2021,00.00,978,EUR,1,Euro,32.3459
14.07.2021,00.00,978,EUR,1,Euro,32.372
15.07.2021,00.00,978,EUR,1,Euro,32.2482
16.07.2021,00.00,978,EUR,1,Euro,32.2369
17.07.2021,00.00,978,EUR,1,Euro,32.2369
18.07.2021,00.00,978,EUR,1,Euro,32.2369
19.07.2021,00.00,978,EUR,1,Euro,32.141
20.07.2021,00.00,978,EUR,1,Euro,32.0313
21.07.2021,00.00,978,EUR,1,Euro,32.0344
22.07.2021,00.00,978,EUR,1,Euro,32.0607
23.07.2021,00.00,978,EUR,1,Euro,32.0343
24.07.2021,00.00,978,EUR,1,Euro,32.0343
25.07.2021,00.00,978,EUR,1,Euro,32.0343
26.07.2021,00.00,978,EUR,1,Euro,31.845
27.07.2021,00.00,978,EUR,1,Euro,31.8087
28.07.2021,00.00,978,EUR,1,Euro,31.7814
29.07.2021,00.00,978,EUR,1,Euro,31.7021
30.07.2021,00.00,978,EUR,1,Euro,31.9239
31.07.2021,00.00,978,EUR,1,Euro,31.9239
01.08.2021,00.00,978,EUR,1,Euro,31.9239
02.08.2021,00.00,978,EUR,1,Euro,31.8946
03.08.2021,00.00,978,EUR,1,Euro,31.9032
04.08.2021,00.00,978,EUR,1,Euro,31.8913
05.08.2021,00.00,978,EUR,1,Euro,31.9482
06.08.2021,00.00,978,EUR,1,Euro,31.8964
07.08.2021,00.00,978,EUR,1,Euro,31.8964
08.08.2021,00.00,978,EUR,1,Euro,31.8964
09.08.2021,00.00,978,EUR,1,Euro,31.6756
10.08.2021,00.00,978,EUR,1,Euro,31.5302
11.08.2021,00.00,978,EUR,1,Euro,31.3617
12.08.2021,00.00,978,EUR,1,Euro,31.4105
13.08.2021,00.00,978,EUR,1,Euro,31.421
14.08.2021,00.00,978,EUR,1,Euro,31.421
15.08.2021,00.00,978,EUR,1,Euro,31.421
16.08.2021,00.00,978,EUR,1,Euro,31.3978
17.08.2021,00.00,978,EUR,1,Euro,31.3633
18.08.2021,00.00,978,EUR,1,Euro,31.382
19.08.2021,00.00,978,EUR,1,Euro,31.2379
20.08.2021,00.00,978,EUR,1,Euro,31.169
21.08.2021,00.00,978,EUR,1,Euro,31.169
22.08.2021,00.00,978,EUR,1,Euro,31.169
23.08.2021,00.00,978,EUR,1,Euro,31.169
24.08.2021,00.00,978,EUR,1,Euro,31.169
25.08.2021,00.00,978,EUR,1,Euro,31.1287
26.08.2021,00.00,978,EUR,1,Euro,31.3438
27.08.2021,00.00,978,EUR,1,Euro,31.5121
28.08.2021,00.00,978,EUR,1,Euro,31.6645
29.08.2021,00.00,978,EUR,1,Euro,31.6645
30.08.2021,00.00,978,EUR,1,Euro,31.6645
31.08.2021,00.00,978,EUR,1,Euro,31.6963
01.09.2021,00.00,978,EUR,1,Euro,31.8317
02.09.2021,00.00,978,EUR,1,Euro,31.9323
03.09.2021,00.00,978,EUR,1,Euro,32.0067
04.09.2021,00.00,978,EUR,1,Euro,32.0067
05.09.2021,00.00,978,EUR,1,Euro,32.0067
06.09.2021,00.00,978,EUR,1,Euro,31.9684
07.09.2021,00.00,978,EUR,1,Euro,31.8063
08.09.2021,00.00,978,EUR,1,Euro,31.7091
09.09.2021,00.00,978,EUR,1,Euro,31.6315
10.09.2021,00.00,978,EUR,1,Euro,31.624
11.09.2021,00.00,978,EUR,1,Euro,31.624
12.09.2021,00.00,978,EUR,1,Euro,31.624
13.09.2021,00.00,978,EUR,1,Euro,31.5843
14.09.2021,00.00,978,EUR,1,Euro,31.4472
15.09.2021,00.00,978,EUR,1,Euro,31.4627
16.09.2021,00.00,978,EUR,1,Euro,31.517
17.09.2021,00.00,978,EUR,1,Euro,31.37
18.09.2021,00.00,978,EUR,1,Euro,31.37
19.09.2021,00.00,978,EUR,1,Euro,31.37
20.09.2021,00.00,978,EUR,1,Euro,31.4626
21.09.2021,00.00,978,EUR,1,Euro,31.2701
22.09.2021,00.00,978,EUR,1,Euro,31.3566
23.09.2021,00.00,978,EUR,1,Euro,31.2856
24.09.2021,00.00,978,EUR,1,Euro,31.0846
25.09.2021,00.00,978,EUR,1,Euro,31.0846
26.09.2021,00.00,978,EUR,1,Euro,31.0846
27.09.2021,00.00,978,EUR,1,Euro,31.2153
28.09.2021,00.00,978,EUR,1,Euro,31.1764
29.09.2021,00.00,978,EUR,1,Euro,31.0335
30.09.2021,00.00,978,EUR,1,Euro,30.981
01.10.2021,00.00,978,EUR,1,Euro,30.8231
02.10.2021,00.00,978,EUR,1,Euro,30.8231
03.10.2021,00.00,978,EUR,1,Euro,30.8231
04.10.2021,00.00,978,EUR,1,Euro,30.8716
05.10.2021,00.00,978,EUR,1,Euro,30.9261
06.10.2021,00.00,978,EUR,1,Euro,30.6536
07.10.2021,00.00,978,EUR,1,Euro,30.4135
08.10.2021,00.00,978,EUR,1,Euro,30.4378
09.10.2021,00.00,978,EUR,1,Euro,30.4378
10.10.2021,00.00,978,EUR,1,Euro,30.4378
11.10.2021,00.00,978,EUR,1,Euro,30.4768
12.10.2021,00.00,978,EUR,1,Euro,30.5012
13.10.2021,00.00,978,EUR,1,Euro,30.4265
14.10.2021,00.00,978,EUR,1,Euro,30.4265
15.10.2021,00.00,978,EUR,1,Euro,30.4265
16.10.2021,00.00,978,EUR,1,Euro,30.4265
17.10.2021,00.00,978,EUR,1,Euro,30.4265
18.10.2021,00.00,978,EUR,1,Euro,30.446
19.10.2021,00.00,978,EUR,1,Euro,30.5611
20.10.2021,00.00,978,EUR,1,Euro,30.6056
21.10.2021,00.00,978,EUR,1,Euro,30.4836
22.10.2021,00.00,978,EUR,1,Euro,30.4934
23.10.2021,00.00,978,EUR,1,Euro,30.5774
24.10.2021,00.00,978,EUR,1,Euro,30.5774
25.10.2021,00.00,978,EUR,1,Euro,30.5774
26.10.2021,00.00,978,EUR,1,Euro,30.5749
27.10.2021,00.00,978,EUR,1,Euro,30.6791
28.10.2021,00.00,978,EUR,1,Euro,30.6447
29.10.2021,00.00,978,EUR,1,Euro,30.5032
30.10.2021,00.00,978,EUR,1,Euro,30.5032
31.10.2021,00.00,978,EUR,1,Euro,30.5032
01.11.2021,00.00,978,EUR,1,Euro,30.5953
02.11.2021,00.00,978,EUR,1,Euro,30.4358
03.11.2021,00.00,978,EUR,1,Euro,30.4903
04.11.2021,00.00,978,EUR,1,Euro,30.3646
05.11.2021,00.00,978,EUR,1,Euro,30.2848
06.11.2021,00.00,978,EUR,1,Euro,30.2848
07.11.2021,00.00,978,EUR,1,Euro,30.2848
08.11.2021,00.00,978,EUR,1,Euro,30.0969
09.11.2021,00.00,978,EUR,1,Euro,30.2026
10.11.2021,00.00,978,EUR,1,Euro,30.2075
11.11.2021,00.00,978,EUR,1,Euro,30.1186
12.11.2021,00.00,978,EUR,1,Euro,29.9144
13.11.2021,00.00,978,EUR,1,Euro,29.9144
14.11.2021,00.00,978,EUR,1,Euro,29.9144
15.11.2021,00.00,978,EUR,1,Euro,29.9007
16.11.2021,00.00,978,EUR,1,Euro,30.1468
17.11.2021,00.00,978,EUR,1,Euro,30.0266
18.11.2021,00.00,978,EUR,1,Euro,29.9974
19.11.2021,00.00,978,EUR,1,Euro,29.9688
20.11.2021,00.00,978,EUR,1,Euro,29.9688
21.11.2021,00.00,978,EUR,1,Euro,29.9688
22.11.2021,00.00,978,EUR,1,Euro,29.9796
23.11.2021,00.00,978,EUR,1,Euro,30.0591
24.11.2021,00.00,978,EUR,1,Euro,30.2354
25.11.2021,00.00,978,EUR,1,Euro,30.1734
26.11.2021,00.00,978,EUR,1,Euro,30.3376
27.11.2021,00.00,978,EUR,1,Euro,30.3376
28.11.2021,00.00,978,EUR,1,Euro,30.3376
29.11.2021,00.00,978,EUR,1,Euro,30.5752
30.11.2021,00.00,978,EUR,1,Euro,30.6481
01.12.2021,00.00,978,EUR,1,Euro,30.9221
02.12.2021,00.00,978,EUR,1,Euro,30.8443
03.12.2021,00.00,978,EUR,1,Euro,30.9438
04.12.2021,00.00,978,EUR,1,Euro,30.9438
05.12.2021,00.00,978,EUR,1,Euro,30.9438
06.12.2021,00.00,978,EUR,1,Euro,30.8277
07.12.2021,00.00,978,EUR,1,Euro,30.9055
08.12.2021,00.00,978,EUR,1,Euro,30.7277
09.12.2021,00.00,978,EUR,1,Euro,30.7698
10.12.2021,00.00,978,EUR,1,Euro,30.6773
11.12.2021,00.00,978,EUR,1,Euro,30.6773
12.12.2021,00.00,978,EUR,1,Euro,30.6773
13.12.2021,00.00,978,EUR,1,Euro,30.4521
14.12.2021,00.00,978,EUR,1,Euro,30.3272
15.12.2021,00.00,978,EUR,1,Euro,30.534
16.12.2021,00.00,978,EUR,1,Euro,30.6186
17.12.2021,00.00,978,EUR,1,Euro,30.8435
18.12.2021,00.00,978,EUR,1,Euro,30.8435
19.12.2021,00.00,978,EUR,1,Euro,30.8435
20.12.2021,00.00,978,EUR,1,Euro,30.8573
21.12.2021,00.00,978,EUR,1,Euro,30.7661
22.12.2021,00.00,978,EUR,1,Euro,30.7859
23.12.2021,00.00,978,EUR,1,Euro,30.8084
24.12.2021,00.00,978,EUR,1,Euro,30.845
25.12.2021,00.00,978,EUR,1,Euro,30.845
26.12.2021,00.00,978,EUR,1,Euro,30.845
27.12.2021,00.00,978,EUR,1,Euro,30.845
28.12.2021,00.00,978,EUR,1,Euro,30.8196
29.12.2021,00.00,978,EUR,1,Euro,30.8401
30.12.2021,00.00,978,EUR,1,Euro,30.776
31.12.2021,00.00,978,EUR,1,Euro,30.9226
01.01.2022,00.00,978,EUR,1,Euro,30.9226
02.01.2022,00.00,978,EUR,1,Euro,30.9226
03.01.2022,00.00,978,EUR,1,Euro,30.9226
04.01.2022,00.00,978,EUR,1,Euro,30.9226
05.01.2022,00.00,978,EUR,1,Euro,30.7739
06.01.2022,00.00,978,EUR,1,Euro,31.0421
07.01.2022,00.00,978,EUR,1,Euro,31.0421
08.01.2022,00.00,978,EUR,1,Euro,31.0421
09.01.2022,00.00,978,EUR,1,Euro,31.0421
10.01.2022,00.00,978,EUR,1,Euro,31.1095
11.01.2022,00.00,978,EUR,1,Euro,31.116
12.01.2022,00.00,978,EUR,1,Euro,31.1722
13.01.2022,00.00,978,EUR,1,Euro,31.4796
14.01.2022,00.00,978,EUR,1,Euro,31.7813
15.01.2022,00.00,978,EUR,1,Euro,31.7813
16.01.2022,00.00,978,EUR,1,Euro,31.7813
17.01.2022,00.00,978,EUR,1,Euro,31.989
18.01.2022,00.00,978,EUR,1,Euro,32.0577
19.01.2022,00.00,978,EUR,1,Euro,32.3406
20.01.2022,00.00,978,EUR,1,Euro,32.1943
21.01.2022,00.00,978,EUR,1,Euro,32.1147
22.01.2022,00.00,978,EUR,1,Euro,32.1147
23.01.2022,00.00,978,EUR,1,Euro,32.1147
24.01.2022,00.00,978,EUR,1,Euro,32.1099
25.01.2022,00.00,978,EUR,1,Euro,32.0594
26.01.2022,00.00,978,EUR,1,Euro,32.3021
27.01.2022,00.00,978,EUR,1,Euro,32.4803
28.01.2022,00.00,978,EUR,1,Euro,32.3432
29.01.2022,00.00,978,EUR,1,Euro,32.3432
30.01.2022,00.00,978,EUR,1,Euro,32.3432
31.01.2022,00.00,978,EUR,1,Euro,32.0293
01.02.2022,00.00,978,EUR,1,Euro,31.7464
02.02.2022,00.00,978,EUR,1,Euro,31.8875
03.02.2022,00.00,978,EUR,1,Euro,32.1419
04.02.2022,00.00,978,EUR,1,Euro,31.9198
05.02.2022,00.00,978,EUR,1,Euro,31.9198
06.02.2022,00.00,978,EUR,1,Euro,31.9198
07.02.2022,00.00,978,EUR,1,Euro,32.2745
08.02.2022,00.00,978,EUR,1,Euro,32.0724
09.02.2022,00.00,978,EUR,1,Euro,31.9255
10.02.2022,00.00,978,EUR,1,Euro,31.996
11.02.2022,00.00,978,EUR,1,Euro,31.8785
12.02.2022,00.00,978,EUR,1,Euro,31.8785
13.02.2022,00.00,978,EUR,1,Euro,31.8785
14.02.2022,00.00,978,EUR,1,Euro,31.9777
15.02.2022,00.00,978,EUR,1,Euro,32.3264
16.02.2022,00.00,978,EUR,1,Euro,32.0283
17.02.2022,00.00,978,EUR,1,Euro,31.932
18.02.2022,00.00,978,EUR,1,Euro,32.1969
19.02.2022,00.00,978,EUR,1,Euro,32.1969
20.02.2022,00.00,978,EUR,1,Euro,32.1969
21.02.2022,00.00,978,EUR,1,Euro,32.196
22.02.2022,00.00,978,EUR,1,Euro,32.2887
23.02.2022,00.00,978,EUR,1,Euro,32.9039
24.02.2022,00.00,978,EUR,1,Euro,33.1707
25.02.2022,00.00,978,EUR,1,Euro,33.1707
26.02.2022,00.00,978,EUR,1,Euro,33.1707
27.02.2022,00.00,978,EUR,1,Euro,33.1707
28.02.2022,00.00,978,EUR,1,Euro,33.1707
01.03.2022,00.00,978,EUR,1,Euro,33.1707
02.03.2022,00.00,978,EUR,1,Euro,33.1707
03.03.2022,00.00,978,EUR,1,Euro,33.1707
04.03.2022,00.00,978,EUR,1,Euro,33.1707
05.03.2022,00.00,978,EUR,1,Euro,33.1707
06.03.2022,00.00,978,EUR,1,Euro,33.1707
07.03.2022,00.00,978,EUR,1,Euro,33.1707
08.03.2022,00.00,978,EUR,1,Euro,33.1707
09.03.2022,00.00,978,EUR,1,Euro,33.1707
10.03.2022,00.00,978,EUR,1,Euro,33.1707
11.03.2022,00.00,978,EUR,1,Euro,33.1707
12.03.2022,00.00,978,EUR,1,Euro,33.1707
13.03.2022,00.00,978,EUR,1,Euro,33.1707
14.03.2022,00.00,978,EUR,1,Euro,33.1707
15.03.2022,00.00,978,EUR,1,Euro,33.1707
16.03.2022,00.00,978,EUR,1,Euro,33.1707
17.03.2022,00.00,978,EUR,1,Euro,33.1707
18.03.2022,00.00,978,EUR,1,Euro,33.1707
19.03.2022,00.00,978,EUR,1,Euro,33.1707
20.03.2022,00.00,978,EUR,1,Euro,33.1707
21.03.2022,00.00,978,EUR,1,Euro,33.1707
22.03.2022,00.00,978,EUR,1,Euro,33.1707
23.03.2022,00.00,978,EUR,1,Euro,32.2345
24.03.2022,00.00,978,EUR,1,Euro,32.138
25.03.2022,00.00,978,EUR,1,Euro,32.1233
26.03.2022,00.00,978,EUR,1,Euro,32.1233
27.03.2022,00.00,978,EUR,1,Euro,32.1233
28.03.2022,00.00,978,EUR,1,Euro,32.1936
29.03.2022,00.00,978,EUR,1,Euro,32.0707
30.03.2022,00.00,978,EUR,1,Euro,32.4217
31.03.2022,00.00,978,EUR,1,Euro,32.5856
01.04.2022,00.00,978,EUR,1,Euro,32.4773
02.04.2022,00.00,978,EUR,1,Euro,32.4773
03.04.2022,00.00,978,EUR,1,Euro,32.4773
04.04.2022,00.00,978,EUR,1,Euro,32.3281
05.04.2022,00.00,978,EUR,1,Euro,32.176
06.04.2022,00.00,978,EUR,1,Euro,32.0795
07.04.2022,00.00,978,EUR,1,Euro,31.9361
08.04.2022,00.00,978,EUR,1,Euro,31.9244
09.04.2022,00.00,978,EUR,1,Euro,31.9244
10.04.2022,00.00,978,EUR,1,Euro,31.9244
11.04.2022,00.00,978,EUR,1,Euro,31.7796
12.04.2022,00.00,978,EUR,1,Euro,31.8952
13.04.2022,00.00,978,EUR,1,Euro,31.7752
14.04.2022,00.00,978,EUR,1,Euro,31.6874
15.04.2022,00.00,978,EUR,1,Euro,31.7957
16.04.2022,00.00,978,EUR,1,Euro,31.7957
17.04.2022,00.00,978,EUR,1,Euro,31.7957
18.04.2022,00.00,978,EUR,1,Euro,31.8235
19.04.2022,00.00,978,EUR,1,Euro,31.6216
20.04.2022,00.00,978,EUR,1,Euro,31.5792
21.04.2022,00.00,978,EUR,1,Euro,31.6787
22.04.2022,00.00,978,EUR,1,Euro,31.8264
23.04.2022,00.00,978,EUR,1,Euro,31.8264
24.04.2022,00.00,978,EUR,1,Euro,31.8264
25.04.2022,00.00,978,EUR,1,Euro,31.6567
26.04.2022,00.00,978,EUR,1,Euro,31.4476
27.04.2022,00.00,978,EUR,1,Euro,31.2223
28.04.2022,00.00,978,EUR,1,Euro,30.9663
29.04.2022,00.00,978,EUR,1,Euro,30.6869
30.04.2022,00.00,978,EUR,1,Euro,30.6869
01.05.2022,00.00,978,EUR,1,Euro,30.6869
02.05.2022,00.00,978,EUR,1,Euro,30.8478
03.05.2022,00.00,978,EUR,1,Euro,30.7659
04.05.2022,00.00,978,EUR,1,Euro,30.8288
05.05.2022,00.00,978,EUR,1,Euro,30.801
06.05.2022,00.00,978,EUR,1,Euro,30.8595
07.05.2022,00.00,978,EUR,1,Euro,30.8595
08.05.2022,00.00,978,EUR,1,Euro,30.8595
09.05.2022,00.00,978,EUR,1,Euro,30.9063
10.05.2022,00.00,978,EUR,1,Euro,30.861
11.05.2022,00.00,978,EUR,1,Euro,30.8727
12.05.2022,00.00,978,EUR,1,Euro,30.8537
13.05.2022,00.00,978,EUR,1,Euro,30.4178
14.05.2022,00.00,978,EUR,1,Euro,30.4178
15.05.2022,00.00,978,EUR,1,Euro,30.4178
16.05.2022,00.00,978,EUR,1,Euro,30.3768
17.05.2022,00.00,978,EUR,1,Euro,30.4792
18.05.2022,00.00,978,EUR,1,Euro,30.842
19.05.2022,00.00,978,EUR,1,Euro,30.7454
20.05.2022,00.00,978,EUR,1,Euro,30.7688
21.05.2022,00.00,978,EUR,1,Euro,30.7688
22.05.2022,00.00,978,EUR,1,Euro,30.7688
23.05.2022,00.00,978,EUR,1,Euro,30.918
24.05.2022,00.00,978,EUR,1,Euro,31.1784
25.05.2022,00.00,978,EUR,1,Euro,31.3437
26.05.2022,00.00,978,EUR,1,Euro,31.1813
27.05.2022,00.00,978,EUR,1,Euro,31.3159
28.05.2022,00.00,978,EUR,1,Euro,31.3159
29.05.2022,00.00,978,EUR,1,Euro,31.3159
30.05.2022,00.00,978,EUR,1,Euro,31.3203
31.05.2022,00.00,978,EUR,1,Euro,31.5031
01.06.2022,00.00,978,EUR,1,Euro,31.3364
02.06.2022,00.00,978,EUR,1,Euro,31.3247
03.06.2022,00.00,978,EUR,1,Euro,31.2808
04.06.2022,00.00,978,EUR,1,Euro,31.2808
05.06.2022,00.00,978,EUR,1,Euro,31.2808
06.06.2022,00.00,978,EUR,1,Euro,31.3876
07.06.2022,00.00,978,EUR,1,Euro,31.389
08.06.2022,00.00,978,EUR,1,Euro,31.1901
09.06.2022,00.00,978,EUR,1,Euro,31.411
10.06.2022,00.00,978,EUR,1,Euro,31.3934
11.06.2022,00.00,978,EUR,1,Euro,31.3934
12.06.2022,00.00,978,EUR,1,Euro,31.3934
13.06.2022,00.00,978,EUR,1,Euro,30.9327
14.06.2022,00.00,978,EUR,1,Euro,30.5626
15.06.2022,00.00,978,EUR,1,Euro,30.567
16.06.2022,00.00,978,EUR,1,Euro,30.5962
17.06.2022,00.00,978,EUR,1,Euro,30.3885
18.06.2022,00.00,978,EUR,1,Euro,30.3885
19.06.2022,00.00,978,EUR,1,Euro,30.3885
20.06.2022,00.00,978,EUR,1,Euro,30.6899
21.06.2022,00.00,978,EUR,1,Euro,30.7952
22.06.2022,00.00,978,EUR,1,Euro,30.861
23.06.2022,00.00,978,EUR,1,Euro,30.7542
24.06.2022,00.00,978,EUR,1,Euro,30.7337
25.06.2022,00.00,978,EUR,1,Euro,30.7337
26.06.2022,00.00,978,EUR,1,Euro,30.7337
27.06.2022,00.00,978,EUR,1,Euro,30.7674
28.06.2022,00.00,978,EUR,1,Euro,30.9122
29.06.2022,00.00,978,EUR,1,Euro,30.9151
30.06.2022,00.00,978,EUR,1,Euro,30.7776
01.07.2022,00.00,978,EUR,1,Euro,30.4017
02.07.2022,00.00,978,EUR,1,Euro,30.4017
03.07.2022,00.00,978,EUR,1,Euro,30.4017
04.07.2022,00.00,978,EUR,1,Euro,30.526
05.07.2022,00.00,978,EUR,1,Euro,30.5816
06.07.2022,00.00,978,EUR,1,Euro,30.1135
07.07.2022,00.00,978,EUR,1,Euro,29.8122
08.07.2022,00.00,978,EUR,1,Euro,29.8107
09.07.2022,00.00,978,EUR,1,Euro,29.8107
10.07.2022,00.00,978,EUR,1,Euro,29.8107
11.07.2022,00.00,978,EUR,1,Euro,29.701
12.07.2022,00.00,978,EUR,1,Euro,29.5109
13.07.2022,00.00,978,EUR,1,Euro,29.3675
14.07.2022,00.00,978,EUR,1,Euro,29.4494
15.07.2022,00.00,978,EUR,1,Euro,29.2754
16.07.2022,00.00,978,EUR,1,Euro,29.2754
17.07.2022,00.00,978,EUR,1,Euro,29.2754
18.07.2022,00.00,978,EUR,1,Euro,29.4173
19.07.2022,00.00,978,EUR,1,Euro,29.6645
20.07.2022,00.00,978,EUR,1,Euro,29.998
21.07.2022,00.00,978,EUR,1,Euro,29.8064
22.07.2022,00.00,978,EUR,1,Euro,37.2689
23.07.2022,00.00,978,EUR,1,Euro,37.2689
24.07.2022,00.00,978,EUR,1,Euro,37.2689
25.07.2022,00.00,978,EUR,1,Euro,37.2177
26.07.2022,00.00,978,EUR,1,Euro,37.4115
27.07.2022,00.00,978,EUR,1,Euro,37.0568
28.07.2022,00.00,978,EUR,1,Euro,37.1244
29.07.2022,00.00,978,EUR,1,Euro,36.9965
30.07.2022,00.00,978,EUR,1,Euro,36.9965
31.07.2022,00.00,978,EUR,1,Euro,36.9965
01.08.2022,00.00,978,EUR,1,Euro,37.3365
02.08.2022,00.00,978,EUR,1,Euro,37.4133
03.08.2022,00.00,978,EUR,1,Euro,37.3804
04.08.2022,00.00,978,EUR,1,Euro,37.2488
05.08.2022,00.00,978,EUR,1,Euro,37.2104
06.08.2022,00.00,978,EUR,1,Euro,37.2104
07.08.2022,00.00,978,EUR,1,Euro,37.2104
08.08.2022,00.00,978,EUR,1,Euro,37.417
09.08.2022,00.00,978,EUR,1,Euro,37.2963
10.08.2022,00.00,978,EUR,1,Euro,37.3804
11.08.2022,00.00,978,EUR,1,Euro,37.5102
12.08.2022,00.00,978,EUR,1,Euro,37.7516
13.08.2022,00.00,978,EUR,1,Euro,37.7516
14.08.2022,00.00,978,EUR,1,Euro,37.7516
15.08.2022,00.00,978,EUR,1,Euro,37.5943
16.08.2022,00.00,978,EUR,1,Euro,37.2817
17.08.2022,00.00,978,EUR,1,Euro,37.033
18.08.2022,00.00,978,EUR,1,Euro,37.1738
19.08.2022,00.00,978,EUR,1,Euro,37.2177
20.08.2022,00.00,978,EUR,1,Euro,37.2177
21.08.2022,00.00,978,EUR,1,Euro,37.2177
22.08.2022,00.00,978,EUR,1,Euro,36.7441
23.08.2022,00.00,978,EUR,1,Euro,36.5686
24.08.2022,00.00,978,EUR,1,Euro,36.298
25.08.2022,00.00,978,EUR,1,Euro,36.3053
26.08.2022,00.00,978,EUR,1,Euro,36.4808
27.08.2022,00.00,978,EUR,1,Euro,36.4808
28.08.2022,00.00,978,EUR,1,Euro,36.4808
29.08.2022,00.00,978,EUR,1,Euro,36.5467
30.08.2022,00.00,978,EUR,1,Euro,36.554
31.08.2022,00.00,978,EUR,1,Euro,36.6564
01.09.2022,00.00,978,EUR,1,Euro,36.5704
02.09.2022,00.00,978,EUR,1,Euro,36.5832
03.09.2022,00.00,978,EUR,1,Euro,36.5832
04.09.2022,00.00,978,EUR,1,Euro,36.5832
05.09.2022,00.00,978,EUR,1,Euro,36.5339
06.09.2022,00.00,978,EUR,1,Euro,36.2614
07.09.2022,00.00,978,EUR,1,Euro,36.287
08.09.2022,00.00,978,EUR,1,Euro,36.1371
09.09.2022,00.00,978,EUR,1,Euro,36.6491
10.09.2022,00.00,978,EUR,1,Euro,36.6491
11.09.2022,00.00,978,EUR,1,Euro,36.6491
12.09.2022,00.00,978,EUR,1,Euro,36.7112
13.09.2022,00.00,978,EUR,1,Euro,37.097
14.09.2022,00.00,978,EUR,1,Euro,37.2159
15.09.2022,00.00,978,EUR,1,Euro,36.543
16.09.2022,00.00,978,EUR,1,Euro,36.5137
17.09.2022,00.00,978,EUR,1,Euro,36.5137
18.09.2022,00.00,978,EUR,1,Euro,36.5137
19.09.2022,00.00,978,EUR,1,Euro,36.4607
20.09.2022,00.00,978,EUR,1,Euro,36.5064
21.09.2022,00.00,978,EUR,1,Euro,36.5247
22.09.2022,00.00,978,EUR,1,Euro,36.2084
23.09.2022,00.00,978,EUR,1,Euro,36.0768
24.09.2022,00.00,978,EUR,1,Euro,36.0768
25.09.2022,00.00,978,EUR,1,Euro,36.0768
26.09.2022,00.00,978,EUR,1,Euro,35.6654
27.09.2022,00.00,978,EUR,1,Euro,35.2375
28.09.2022,00.00,978,EUR,1,Euro,35.2576
29.09.2022,00.00,978,EUR,1,Euro,34.9742
30.09.2022,00.00,978,EUR,1,Euro,35.5611
01.10.2022,00.00,978,EUR,1,Euro,35.5611
02.10.2022,00.00,978,EUR,1,Euro,35.5611
03.10.2022,00.00,978,EUR,1,Euro,35.6361
04.10.2022,00.00,978,EUR,1,Euro,35.7074
05.10.2022,00.00,978,EUR,1,Euro,36.1682
06.10.2022,00.00,978,EUR,1,Euro,36.2157
07.10.2022,00.00,978,EUR,1,Euro,36.0768
08.10.2022,00.00,978,EUR,1,Euro,36.0768
09.10.2022,00.00,978,EUR,1,Euro,36.0768
10.10.2022,00.00,978,EUR,1,Euro,35.797
